id,im_1,im_2,question,options,im_1_groundtruth,im_2_groundtruth,im_1_gpt4o_correct,im_2_gpt4o_correct,set_gpt4o_correct,im_1_gpt4o_logprob,im_2_gpt4o_logprob
10054,./data/images/20117.jpg,./data/images/20151.jpg,Which artery shows critical narrowing with flow cessation?,(A) Left anterior descending artery (B) Circumflex artery,A,B,1,-,-,-0.20811318,-0.011940275
10055,./data/images/20030.jpg,./data/images/20130.jpg,Which condition is observed in the visible coronary artery?,(A) Chronic total occlusion (CTO) (B) Diffuse stenosis,B,A,0,1,0,-0.004173491,-0.38758385
10056,./data/images/20092.jpg,./data/images/20030.jpg,Which coronary artery segment shows an anomaly or abnormality?,(A) Proximal and mid portions of the left anterior descending artery (B) Proximal segment of the left coronary arteries,B,A,-,1,-,-0.21580037,-0.0515348
10057,./data/images/20030.jpg,./data/images/20167.jpg,What feature is prominently shown in the left coronary artery?,(A) Dissecting lesion after balloon dilation (B) Diffuse stenosis,B,A,0,1,0,-0.22695583,-0.20391959
10058,./data/images/20030.jpg,./data/images/20119.jpg,What is the nature of the abnormality present in the left anterior descending artery (LAD)?,(A) Diffuse stenosis in the proximal and mid portions (B) Obstructive lesion at the ostial level,A,B,1,0,0,-0.0022577834,-0.39529446
10059,./data/images/20217.jpg,./data/images/20030.jpg,What is the extent of the stenosis seen in the coronary artery?,(A) Diffuse stenosis in the proximal and mid portions of the LAD (B) 70% stenosis in the ostial left main,B,A,0,-,-,-0.331355,-0.49364775
10060,./data/images/20200.jpg,./data/images/20030.jpg,Where is the significant lesion located?,(A) Ostial lesion in the left circumflex coronary artery (B) Diffuse stenosis in the proximal and mid portions of the LAD,A,B,1,1,1,-0.5902487,-0.001977288
10061,./data/images/20030.jpg,./data/images/20086.jpg,What is the condition of the left anterior descending artery (LAD)?,(A) Total occlusion of the middle portion (B) Diffuse stenosis in the proximal and mid portions,B,A,1,0,0,-0.07904236,-0.023235576
10062,./data/images/20030.jpg,./data/images/20075.jpg,What is the condition of the LAD (left anterior descending artery)?,(A) Fully patent without any underlying atherosclerosis (B) Diffuse stenosis in the proximal and mid portions,B,A,1,0,0,-8.470901e-05,-0.00023011913
10063,./data/images/20030.jpg,./data/images/20104.jpg,What is the condition of the left anterior descending artery (LAD)?,(A) Diffuse stenosis in the proximal and mid portions (B) Successfully treated with stent implantation,A,B,1,0,0,-0.08706535,-0.7038729
10064,./data/images/20028.jpg,./data/images/20030.jpg,What condition is observed in the coronary artery?,(A) Diffuse stenosis (B) No significant stenosis,B,A,1,0,0,-0.10031202,-0.05517699
10065,./data/images/20156.jpg,./data/images/20030.jpg,What condition is observed in the left anterior descending artery (LAD)?,(A) Contained dissection (B) Diffuse stenosis,A,B,1,1,1,-1.6240566e-06,-0.48941
10066,./data/images/20030.jpg,./data/images/20151.jpg,Which coronary artery shows diffuse stenosis?,(A) Circumflex artery (Cx) (B) Left anterior descending artery (LAD),B,A,1,-,-,-0.014906728,-0.3997574
10067,./data/images/20030.jpg,./data/images/20227.jpg,What notable vascular condition is observed in this image?,(A) Diffuse stenosis in the proximal and mid portions of the LAD (B) Rich collateral formations between left circumflex artery and right lung,A,B,1,0,0,-0.0010397176,-0.031731762
10068,./data/images/20030.jpg,./data/images/20051.jpg,What is the main abnormality observed in the coronary artery?,(A) Diffuse stenosis (B) Severely tortuous coronary artery fistula,A,B,0,1,0,-0.0001341712,-0.00017815368
10069,./data/images/20210.jpg,./data/images/20211.jpg,What type of catheter is visible in the image?,(A) Pacing catheter (B) Catheter for coil deployment,B,A,1,1,1,-0.0031930434,-0.69365954
10070,./data/images/20221.jpg,./data/images/20013.jpg,In which layer is the lesion located?,(A) Submucosal layer (B) Mucosal layer,A,B,1,0,0,-0.010793365,-0.03129791
10071,./data/images/20013.jpg,./data/images/20007.jpg,What type of echogenicity does the lesion in the image demonstrate?,"(A) Linear echogenic structure with central lucency (B) Homogeneous, hypoechoic lesion",B,A,0,0,0,-0.68606085,-0.12768161
10072,./data/images/20013.jpg,./data/images/20175.jpg,What layer is the lesion primarily located in?,(A) Mucosal layer (B) Submucosal layer,A,B,0,1,0,-0.13524686,-0.006488346
10073,./data/images/20013.jpg,./data/images/20165.jpg,What is the ultrasound characteristics of the lesion seen in the image?,(A) Diffusely enlarged with normal duct (B) Homogeneous and hypoechoic,B,A,1,1,1,-0.0039876928,-0.10671963
10074,./data/images/20013.jpg,./data/images/20052.jpg,What is the echogenicity of the lesion?,"(A) Homogenous, hypoechoic (B) Anechoic, non-hypoechoic",A,B,0,1,0,-0.576976,-0.31680107
10075,./data/images/20105.jpg,./data/images/20133.jpg,Is the ampulla of the accessory pancreatic duct visible in the MRCP?,(A) Yes (B) No,B,A,1,0,0,-0.3392309,-0.09920237
10076,./data/images/20071.jpg,./data/images/20133.jpg,Is the gallbladder visualized on this MRCP?,(A) No (B) Yes,B,A,1,0,0,-0.061969593,-0.023250485
10077,./data/images/20068.jpg,./data/images/20189.jpg,What type of anatomical anomaly is visible in the endoscopic retrograde cholangiopancreatography?,(A) Common hepatic duct stricture with upstream bilateral intrahepatic ductal dilation (B) Choledochal cyst (Todani type IVb) with anomalous union of pancreaticobiliary duct (Kimura type I),B,A,1,1,1,-0.0010382871,-0.7655154
10078,./data/images/20149.jpg,./data/images/20189.jpg,What anatomical structure does the duct drain into?,(A) Common hepatic duct (B) Minor papilla,B,A,1,0,0,-0.5692892,-0.122511744
10079,./data/images/20001.jpg,./data/images/20126.jpg,What is the primary pathology observed in the image?,(A) Cystic component communicating with the dilated intrahepatic biliary tree (B) Stricture of the intrahepatic bile ducts with prestenotic dilatation,A,B,1,1,1,-0.0017798994,-0.029761026
10080,./data/images/20205.jpg,./data/images/20037.jpg,Is there evidence of a stent placement in the bile duct?,(A) Yes (B) No,B,A,0,1,0,-0.0016354282,-0.0010313807
10081,./data/images/20152.jpg,./data/images/20198.jpg,Does the pancreatic duct cross over the common bile duct?,(A) Yes (B) No,A,B,-,0,-,-0.4484132,-0.64201045
10082,./data/images/20152.jpg,./data/images/20116.jpg,What is observed regarding the condition of the main pancreatic duct?,(A) Dilated with smooth aspect of main pancreatic duct wall and bulging ampulla (B) Slightly enlarged with stenosis at the minor papilla,B,A,-,1,-,-0.14002314,-0.019048247
10083,./data/images/20205.jpg,./data/images/20009.jpg,What type of procedure is demonstrated in the image?,(A) ERCP (B) Embolization,A,B,1,0,0,0.0,-1.8624639e-06
10084,./data/images/20009.jpg,./data/images/20112.jpg,What is the primary procedure observed in the image?,(A) Embolization of the right portal vein branches (B) Biliary duct ligation,A,B,1,0,0,-3.2929079e-06,-0.0044963467
10085,./data/images/20010.jpg,./data/images/20041.jpg,Does the mass have poorly defined borders?,(A) Yes (B) No,B,A,0,1,0,-0.10105071,-0.019129066
10086,./data/images/20041.jpg,./data/images/20026.jpg,What is the shape of the mass observed?,(A) Hypoechoic round mass (B) Non-circumferential with poorly defined borders,B,A,1,0,0,-0.00071147823,-1.378283e-05
10087,./data/images/20148.jpg,./data/images/20166.jpg,What is being observed in the angiogram?,(A) No definite tumor staining in the parenchyme. (B) Multiple areas of contrast extravasation from peripheral branches of an artery.,B,A,0,1,0,-0.12695782,-0.005032018
10088,./data/images/20088.jpg,./data/images/20064.jpg,Which artery is the pseudoaneurysm originating from in this angiogram?,(A) Inferior pancreaticoduodenal artery (B) Right internal carotid artery,A,B,1,1,1,-2.4272753e-05,-1.8624639e-06
10089,./data/images/20197.jpg,./data/images/20042.jpg,What is observed in the anatomical structure regarding the duodenum?,(A) Large filling defect with central ulceration (B) Abrupt cutoff and dilatation of portions of the duodenum,B,A,0,1,0,-0.0619873,-0.004186079
10090,./data/images/20087.jpg,./data/images/20071.jpg,What does the MRCP examination reveal about the overall condition of the biliary tree?,(A) Dilated whole biliary tree (B) Cystic dilatation along the lateral wall of the bile duct,A,B,0,1,0,-0.029899515,-0.0025580688
10091,./data/images/20145.jpg,./data/images/20198.jpg,What is the primary abnormality seen in the image?,(A) Pancreatic cyst (B) Prominent intrahepatic biliary ductal dilatation,B,A,1,0,0,-0.0009643423,-0.00010211275
10092,./data/images/20135.jpg,./data/images/20225.jpg,What type of medical device is visible in the film?,"(A) A fully covered, self-expandable metallic stent (B) A 0.035-inch Hydra Jagwire",A,B,1,0,0,-0.028545652,-0.015137358
10093,./data/images/20083.jpg,./data/images/20078.jpg,What is the signal intensity of the abnormality observed on the T2-weighted images?,(A) Low signal intensity of the bone lesion (B) High signal intensity of the ACL,B,A,0,1,0,-0.33579403,-0.023284383
10094,./data/images/20083.jpg,./data/images/20035.jpg,What is the signal intensity of the abnormality observed on the T2-weighted image?,(A) Low signal intensity of the hypertrophied cartilage implant (B) High signal intensity of the ACL,B,A,0,1,0,-0.09714248,-0.0037920077
10095,./data/images/20035.jpg,./data/images/20005.jpg,What is the primary abnormality seen in the image?,(A) Severe hypertrophy of cartilage implant (B) Hemosiderin depositions,A,B,1,-,-,-0.0096289385,-0.3320091
10096,./data/images/20057.jpg,./data/images/20212.jpg,Where is the marrow edema visible in the image?,(A) Plantar calcaneal enthesophyte (B) Talar neck,B,A,1,-,-,-0.004381944,-0.39658082
10097,./data/images/20184.jpg,./data/images/20199.jpg,Where is the abnormality located?,(A) Subacromial-subdeltoid bursa (B) Rotator cuff tendon,B,A,0,0,0,-0.2763344,-0.37339127
10098,./data/images/20077.jpg,./data/images/20065.jpg,What does the arrow indicate in the coronal MR image?,(A) Massive tear and proximal retraction of the rotator cuff (B) Gadolinium in the SASD bursa,A,B,1,1,1,-0.57599944,-0.47490683
10099,./data/images/20077.jpg,./data/images/20143.jpg,What does the coronal MR image show regarding the state of the rotator cuff?,(A) Suture dehiscence (B) Massive tear and proximal retraction,B,A,1,0,0,-4.7517467e-05,-0.039444257
10100,./data/images/20024.jpg,./data/images/20005.jpg,What is the primary pathology visible in the MRI scan?,(A) Hemosiderin depositions indicating recurrent t-GCT (B) Complete rupture of the patellar tendon at the tibial tuberosity,B,A,1,0,0,-0.0058305603,-0.4906153
10101,./data/images/20219.jpg,./data/images/20003.jpg,What condition is indicated in the computed tomography scan?,(A) Traumatic dislocation at craniocervical junction (B) Solid bony ankylosis of occiput to C2,A,B,0,0,0,-0.06225907,-0.5063693
10102,./data/images/20144.jpg,./data/images/20061.jpg,Does the ultrasonography reveal a lesion with an irregular margin?,(A) No (B) Yes,B,A,1,0,0,-0.014560207,-0.0060399505
10103,./data/images/20054.jpg,./data/images/20132.jpg,What anatomical region is primarily involved in the scan?,(A) Left lung apex (B) Between the trapezius and splenius capitis muscle layer,A,B,0,1,0,-0.00016110756,-0.00036609382
10104,./data/images/20190.jpg,./data/images/20204.jpg,Is there evidence of a medial meniscal tear?,(A) Yes (B) No,A,B,1,0,0,-0.0030437857,-0.009080717
10105,./data/images/20190.jpg,./data/images/20178.jpg,What is observed in the lateral meniscus?,(A) No tear (B) Tear with increased signal intensity,A,B,0,1,0,-0.03854195,-0.0009352823
10106,./data/images/20190.jpg,./data/images/20102.jpg,Is the lateral meniscus intact?,(A) Yes (B) No,A,B,1,0,0,-0.0144615155,-0.11086786
10107,./data/images/20093.jpg,./data/images/20146.jpg,Is there a mass present?,(A) No (B) Yes,A,B,0,1,0,-0.060524527,-0.0038852268
10108,./data/images/20031.jpg,./data/images/20005.jpg,What type of lesion is visible in the knee MRI?,(A) Hemosiderin depositions (B) Baker’s cyst,B,A,1,0,0,-1.11603495e-05,-0.006335661
10109,./data/images/20019.jpg,./data/images/20100.jpg,What anatomical region is the focus of the radiograph?,(A) Distal tibia (B) Thumb,A,B,1,1,1,-5.5122365e-07,-1.3663626e-05
10110,./data/images/20138.jpg,./data/images/20101.jpg,What is the condition of the paraspinal muscles?,(A) Edematous (B) Normal,B,A,0,1,0,-0.00011248347,-0.011222648
10111,./data/images/20067.jpg,./data/images/20182.jpg,What type of MRI sequence is used in the image?,(A) Proton density (B) Gradient-echo,B,A,1,0,0,-0.06226254,-0.28709972
10112,./data/images/20122.jpg,./data/images/20067.jpg,What type of imaging sequence or technique is used to obtain the coronal section of the knee joint?,(A) Inversion Recovery Sequence (B) Gradient-Echo Sequence,A,B,1,0,0,-0.06350555,-0.101963036
10113,./data/images/20067.jpg,./data/images/20005.jpg,What is well depicted in the lateral compartment?,(A) High-resolution detail of the cartilage layers and trabecular bone structure (B) Very low signal intensity corresponding to hemosiderin depositions,A,B,1,1,1,-0.01816106,-0.51494503
10114,./data/images/20114.jpg,./data/images/20192.jpg,Which artery is this?,(A) Internal carotid artery (B) Vertebral artery,B,A,0,1,0,-0.009370221,-0.00074447197
10115,./data/images/20044.jpg,./data/images/20192.jpg,Which artery is this?,(A) Internal carotid artery (B) Vertebral artery,B,A,0,1,0,-0.0022112776,-0.00074447197
10116,./data/images/20213.jpg,./data/images/20192.jpg,Which artery was injected?,(A) Left internal carotid artery (B) Left lateral thoracic artery,B,A,1,1,1,-5.4385737e-06,-1.2664457e-06
10117,./data/images/20192.jpg,./data/images/20123.jpg,Which artery is visualized?,(A) External carotid artery (B) Internal carotid artery,B,A,1,1,1,-0.2520649,-0.31419742
10118,./data/images/20192.jpg,./data/images/20222.jpg,Which artery is shown?,(A) Basilar artery (B) Internal carotid artery,B,A,1,1,1,-0.006741066,-0.5763078
10119,./data/images/20058.jpg,./data/images/20201.jpg,What is visible in the internal carotid artery?,(A) Coil embolization and endovascular stent (B) Broad-based aneurysm,A,B,1,1,1,-3.7697225e-06,-0.0133392755
10120,./data/images/20108.jpg,./data/images/20106.jpg,Which artery is involved in the observed procedure?,(A) Hypogastric artery (B) Subclavian artery,A,B,0,0,0,-0.16739164,-0.0011294981
10121,./data/images/20072.jpg,./data/images/20109.jpg,Where is the large pseudoaneurysm located relative to the cranial anatomy?,(A) Just below the base of the skull (B) In the soft tissues just beneath the right middle cranial fossa,B,A,1,0,0,-0.0041070157,-0.02980777
10122,./data/images/20106.jpg,./data/images/20224.jpg,What type of vascular pathology is demonstrated in the image?,(A) Bleeding from the cervical muscular branch of the right subclavian artery (B) Pseudoaneurysm in the uterine artery,A,B,0,1,0,-0.0025361865,-0.000108668944
10123,./data/images/20106.jpg,./data/images/20223.jpg,What vascular abnormality is depicted in the image?,(A) Bleeding from the cervical muscular branch of the right subclavian artery (B) Uterine artery spasm,A,B,1,0,0,-0.006529684,-0.0035989983
10124,./data/images/20194.jpg,./data/images/20106.jpg,Which vessel is shown?,(A) Right subclavian artery (B) Left internal mammary artery,B,A,1,0,0,-0.0060715945,-0.4454843
10125,./data/images/20106.jpg,./data/images/20099.jpg,Which artery shows evidence of bleeding or abnormality?,(A) Cervical muscular branch of the right subclavian artery (B) Right ninth and 10th intercostal arteries common trunk,A,B,0,1,0,-0.050249122,-0.27500144
10126,./data/images/20128.jpg,./data/images/20106.jpg,What type of vascular intervention is visible?,(A) Arteriography (B) Embolization,B,A,0,0,0,-0.2519653,-0.029766805
10127,./data/images/20202.jpg,./data/images/20168.jpg,What anatomical abnormality is demonstrated in the image?,(A) Aortic coarctation (B) Persistent left-sided SVC,B,A,1,0,0,-0.20146255,-0.3875141
10128,./data/images/20011.jpg,./data/images/20168.jpg,What anatomical structure is visualized using a microcatheter?,(A) Aortic arch (B) Pulmonary artery pseudoaneurysm,B,A,1,1,1,-0.064177476,-0.00018327577
10129,./data/images/20044.jpg,./data/images/20224.jpg,What type of vascular abnormality is demonstrated in the image?,(A) Pseudoaneurysm (B) Multifocal stenosis,B,A,0,1,0,-0.0005751936,-9.960947e-05
10130,./data/images/20046.jpg,./data/images/20224.jpg,What type of vascular abnormality is being demonstrated?,(A) Pseudoaneurysm (B) Feeding vessels to a tumor,B,A,1,1,1,-0.00037955286,-6.511407e-06
10131,./data/images/20224.jpg,./data/images/20099.jpg,What type of artery is being visualized in the image?,(A) Intercostal artery (B) Uterine artery,B,A,1,1,1,-0.0146743925,-0.122554876
10132,./data/images/20070.jpg,./data/images/20084.jpg,Is there an occlusion visible in the right renal artery?,(A) Yes (B) No,B,A,0,1,0,-0.57909864,-0.015676042
10133,./data/images/20070.jpg,./data/images/20079.jpg,What is absent in the observed angiogram?,(A) Adrenal capsular supply (B) Portal and splenic opacification,A,B,0,1,0,-0.006721876,-0.0003393959
10134,./data/images/20070.jpg,./data/images/20085.jpg,What anatomical feature is visible in the image?,(A) Coils in the anomalous phrenic branch (B) Stenosis of the right renal artery,A,B,1,0,0,-0.0011306901,-0.001015422
10135,./data/images/20070.jpg,./data/images/20017.jpg,Does the angiogram show the presence of coils?,(A) Yes (B) No,A,B,1,0,0,-0.0002669384,-0.010658795
10136,./data/images/20207.jpg,./data/images/20070.jpg,What medical procedure is evidenced by the presence of embolization materials?,(A) Selective embolization with microspheres (B) Coil placement in anomalous arteries,A,B,0,1,0,-0.0045922305,-0.25693443
